,T,D12,p
0,250.0,1.7020675143167582e-05,100000.0
1,258.62068965517244,1.8175826048029493e-05,
2,267.2413793103448,1.938128237886086e-05,
3,275.86206896551727,2.0517073662690812e-05,
4,284.48275862068965,2.1771914009835803e-05,
5,293.1034482758621,2.304659988273398e-05,
6,301.7241379310345,2.4354958995618252e-05,
7,310.3448275862069,2.5716121718512865e-05,
8,318.9655172413793,2.6981012609597155e-05,
9,327.58620689655174,2.8360318690648645e-05,
10,336.2068965517241,2.978153743726369e-05,
11,344.82758620689657,3.122896425709695e-05,
12,353.44827586206895,3.2720779761415266e-05,
13,362.0689655172414,3.427543676709868e-05,
14,370.68965517241384,3.562509103917162e-05,
15,379.3103448275862,3.718987014823199e-05,
16,387.9310344827586,3.877945142253551e-05,
17,396.55172413793105,4.039422394870176e-05,
18,405.1724137931035,4.204124343449845e-05,
19,413.7931034482759,4.375308235313673e-05,
20,422.41379310344826,4.5493538312253246e-05,
21,431.0344827586207,4.694621521650301e-05,
22,439.65517241379314,4.870650596157104e-05,
23,448.2758620689655,5.047335603106043e-05,
24,456.89655172413796,5.22598137848107e-05,
25,465.51724137931035,5.4074376674421564e-05,
26,474.1379310344828,5.593419952734653e-05,
27,482.75862068965523,5.785080844960279e-05,
28,491.3793103448276,5.9571237633374034e-05,
29,500.0,6.145196678557603e-05,
