,T,D12,p
0,250.0,1.2502285271942214e-05,100000.0
1,258.62068965517244,1.3333528116669908e-05,
2,267.2413793103448,1.4182132149298742e-05,
3,275.86206896551727,1.5073138033196446e-05,
4,284.48275862068965,1.5904654093266304e-05,
5,293.1034482758621,1.6819368970029845e-05,
6,301.7241379310345,1.7748848016916257e-05,
7,310.3448275862069,1.8703668745510744e-05,
8,318.9655172413793,1.9699970202828916e-05,
9,327.58620689655174,2.0600632057891725e-05,
10,336.2068965517241,2.1608225425984612e-05,
11,344.82758620689657,2.2622611675216362e-05,
12,353.44827586206895,2.36565709303521e-05,
13,362.0689655172414,2.4719892559802474e-05,
14,370.68965517241384,2.5829384442913128e-05,
15,379.3103448275862,2.67989696402107e-05,
16,387.9310344827586,2.7912290253320703e-05,
17,396.55172413793105,,
18,405.1724137931035,3.015521119827261e-05,
19,413.7931034482759,3.130839501326691e-05,
20,422.41379310344826,3.249256892528895e-05,
21,431.0344827586207,3.372613082461745e-05,
22,439.65517241379314,3.4762822949640064e-05,
23,448.2758620689655,3.599294018824374e-05,
24,456.89655172413796,,
25,465.51724137931035,,
26,474.1379310344828,3.97028932554752e-05,
27,482.75862068965523,4.097306841052352e-05,
28,491.3793103448276,4.228126959851076e-05,
29,500.0,4.364106233652114e-05,
