,T,D12,p
0,250.0,2.4537664421785462e-05,100000.0
1,258.62068965517244,2.6028513907423356e-05,
2,267.2413793103448,2.7551587967925166e-05,
3,275.86206896551727,2.9113322672084216e-05,
4,284.48275862068965,3.0709224819269375e-05,
5,293.1034482758621,3.233570979356164e-05,
6,301.7241379310345,3.399422838594146e-05,
7,310.3448275862069,3.5684996336468934e-05,
8,318.9655172413793,3.740860136329041e-05,
9,327.58620689655174,3.916355143620561e-05,
10,336.2068965517241,4.095172300625516e-05,
11,344.82758620689657,4.276836954718398e-05,
12,353.44827586206895,4.461548062836105e-05,
13,362.0689655172414,4.6493268838311046e-05,
14,370.68965517241384,4.8400864011177814e-05,
15,379.3103448275862,5.0338207284055166e-05,
16,387.9310344827586,5.2305754716577856e-05,
17,396.55172413793105,5.4300776274257885e-05,
18,405.1724137931035,5.632579507223259e-05,
19,413.7931034482759,5.837892130109487e-05,
20,422.41379310344826,6.046389083080463e-05,
21,431.0344827586207,6.257312715785252e-05,
22,439.65517241379314,6.471068279349284e-05,
23,448.2758620689655,6.687968575269472e-05,
24,456.89655172413796,6.907189037280382e-05,
25,465.51724137931035,7.129025486761906e-05,
26,474.1379310344828,7.353885838987945e-05,
27,482.75862068965523,7.58185410859687e-05,
28,491.3793103448276,7.812056329999593e-05,
29,500.0,8.04516699609088e-05,
