,p,D12,T
0,25000.0,9.644532770995852e-05,300.0
1,31034.482758620692,7.769206954413327e-05,
2,37068.965517241384,6.504452333927435e-05,
3,43103.448275862065,5.593829007177594e-05,
4,49137.93103448276,4.9068675501557846e-05,
5,55172.41379310345,4.370178911857497e-05,
6,61206.89655172413,3.939316202237743e-05,
7,67241.37931034483,3.5857878251138426e-05,
8,73275.86206896552,3.2904876512809384e-05,
9,79310.3448275862,3.040124460422606e-05,
10,85344.8275862069,2.8251661652412094e-05,
11,91379.3103448276,2.6385985882913185e-05,
12,97413.79310344828,2.4751455783971655e-05,
13,103448.27586206897,2.3307620863239982e-05,
14,109482.75862068965,2.202294884715589e-05,
15,115517.24137931036,2.0872496295438793e-05,
16,121551.72413793104,1.9836273075097858e-05,
17,127586.20689655174,1.8898070970194573e-05,
18,133620.6896551724,1.804460970057289e-05,
19,139655.1724137931,1.7264904343140727e-05,
20,145689.6551724138,1.654978996206389e-05,
21,151724.1379310345,1.5891559679481804e-05,
22,157758.6206896552,1.5283685811960636e-05,
23,163793.10344827586,1.4720602650467354e-05,
24,169827.58620689655,1.419753555121217e-05,
25,175862.06896551725,1.3710365213670576e-05,
26,181896.55172413794,1.325551897435449e-05,
27,187931.03448275864,1.2829883043985307e-05,
28,193965.5172413793,1.243073112706132e-05,
29,200000.0,1.2055665963744815e-05,
