,p,D12,T
0,25000.0,0.0003198801241444435,300.0
1,31034.482758620692,0.00025768121111635725,
2,37068.965517241384,0.00021573310698113631,
3,43103.448275862065,0.00018553047200377723,
4,49137.93103448276,0.00016274602807348875,
5,55172.41379310345,0.000144945681252951,
6,61206.89655172413,0.00013065526197449098,
7,67241.37931034483,0.00011892978974601102,
8,73275.86206896552,0.00010913557176692782,
9,79310.3448275862,0.00010083177826292241,
10,85344.8275862069,9.370225858776628e-05,
11,91379.3103448276,8.751437358668736e-05,
12,97413.79310344828,8.209312920521116e-05,
13,103448.27586206897,7.730436333490717e-05,
14,109482.75862068965,7.304349291487292e-05,
15,115517.24137931036,6.922778806111091e-05,
16,121551.72413793104,6.579094751906992e-05,
17,127586.20689655174,6.267921351478958e-05,
18,133620.6896551724,5.984853935605717e-05,
19,139655.1724137931,5.726249135919052e-05,
20,145689.6551724138,5.489067219046662e-05,
21,151724.1379310345,5.270752045561853e-05,
22,157758.6206896552,5.069138579338175e-05,
23,163793.10344827586,4.882380842204664e-05,
24,169827.58620689655,4.708895228522264e-05,
25,175862.06896551725,4.5473154902886575e-05,
26,181896.55172413794,4.3964566825539625e-05,
27,187931.03448275864,4.2552860551325046e-05,
28,193965.5172413793,4.122899377861717e-05,
29,200000.0,3.998501551805544e-05,
