,p,D12,T
0,25000.0,8.136000131043499e-05,300.0
1,31034.482758620692,6.554000105562817e-05,
2,37068.965517241384,5.487069855820034e-05,
3,43103.448275862065,4.718880076005229e-05,
4,49137.93103448276,4.1393684877238846e-05,
5,55172.41379310345,3.686625059379086e-05,
6,61206.89655172413,3.323154983102273e-05,
7,67241.37931034483,3.0249231256443775e-05,
8,73275.86206896552,2.7758118094148414e-05,
9,79310.3448275862,2.5646087369593637e-05,
10,85344.8275862069,2.3832727656592063e-05,
11,91379.3103448276,2.2258868283043534e-05,
12,97413.79310344828,2.0880000336306324e-05,
13,103448.27586206897,1.9662000316688457e-05,
14,109482.75862068965,1.857826801576862e-05,
15,115517.24137931036,1.760776147763145e-05,
16,121551.72413793104,1.6733617290798684e-05,
17,127586.20689655174,1.594216241893658e-05,
18,133620.6896551724,1.5222193793565253e-05,
19,139655.1724137931,1.4564444679028488e-05,
20,145689.6551724138,1.3961183656820203e-05,
21,151724.1379310345,1.3405909306833038e-05,
22,157758.6206896552,1.2893114961762918e-05,
23,163793.10344827586,1.2418105463171655e-05,
24,169827.58620689655,1.1976852984784846e-05,
25,175862.06896551725,1.1565882539228502e-05,
26,181896.55172413794,1.1182180274893907e-05,
27,187931.03448275864,1.0823119440378963e-05,
28,193965.5172413793,1.048640016890051e-05,
29,200000.0,1.0170000163804374e-05,
