,T,D12,p
0,250.0,2.615606296473851e-05,100000.0
1,258.62068965517244,2.77444900763658e-05,
2,267.2413793103448,2.9366800671864706e-05,
3,275.86206896551727,3.104807130078591e-05,
4,284.48275862068965,3.275615469520287e-05,
5,293.1034482758621,3.449679643055576e-05,
6,301.7241379310345,3.627265416327689e-05,
7,310.3448275862069,3.808681885141384e-05,
8,318.9655172413793,3.993909856099311e-05,
9,327.58620689655174,4.182170553950124e-05,
10,336.2068965517241,4.3736616624460506e-05,
11,344.82758620689657,4.568492955273751e-05,
12,353.44827586206895,4.766682222706456e-05,
13,362.0689655172414,4.9681574914995474e-05,
14,370.68965517241384,5.1728526014333995e-05,
15,379.3103448275862,5.3807804066814075e-05,
16,387.9310344827586,5.59211351878619e-05,
17,396.55172413793105,5.806368851958592e-05,
18,405.1724137931035,6.023543974803029e-05,
19,413.7931034482759,6.243909563871391e-05,
20,422.41379310344826,,
21,431.0344827586207,6.694049887341447e-05,
22,439.65517241379314,6.923639068054878e-05,
23,448.2758620689655,7.156049741028646e-05,
24,456.89655172413796,7.391698753087733e-05,
25,465.51724137931035,7.630131580107305e-05,
26,474.1379310344828,7.871522823503521e-05,
27,482.75862068965523,8.116182240661009e-05,
28,491.3793103448276,8.363268793156019e-05,
29,500.0,8.613207033884247e-05,
