,p,D12,T
0,25000.0,0.00015871972197551332,300.0
1,31034.482758620692,0.00012785755381360795,
2,37068.965517241384,0.00010704353342534618,
3,43103.448275862065,9.205743874579773e-05,
4,49137.93103448276,8.075213925069976e-05,
5,55172.41379310345,7.19198740201545e-05,
6,61206.89655172413,6.482918221535051e-05,
7,67241.37931034483,5.9011178683203665e-05,
8,73275.86206896552,5.415143455635161e-05,
9,79310.3448275862,5.003121670967268e-05,
10,85344.8275862069,4.649365593222107e-05,
11,91379.3103448276,4.342332016311213e-05,
12,97413.79310344828,4.073337997601669e-05,
13,103448.27586206897,3.835726614408238e-05,
14,109482.75862068965,3.624308612039281e-05,
15,115517.24137931036,3.4349790576790196e-05,
16,121551.72413793104,3.264448182475097e-05,
17,127586.20689655174,3.11004860627695e-05,
18,133620.6896551724,2.969594798251539e-05,
19,139655.1724137931,2.8412789736357325e-05,
20,145689.6551724138,2.7235928623017074e-05,
21,151724.1379310345,2.6152681461874356e-05,
22,157758.6206896552,2.515230566825074e-05,
23,163793.10344827586,2.4225641775209923e-05,
24,169827.58620689655,2.3364832168984196e-05,
25,175862.06896551725,2.2563097731813172e-05,
26,181896.55172413794,2.181455894450183e-05,
27,187931.03448275864,2.1114091455458188e-05,
28,193965.5172413793,2.045720861017727e-05,
29,200000.0,1.9839965246939165e-05,
