,T,D12,p
0,250.0,9.018206289074858e-05,100000.0
1,258.62068965517244,9.574778131981423e-05,
2,267.2413793103448,0.00010145882815770493,
3,275.86206896551727,0.00010742019167078687,
4,284.48275862068965,0.00011342438522171122,
5,293.1034482758621,0.00011957206292407768,
6,301.7241379310345,0.00012587150807852123,
7,310.3448275862069,0.00013230416944230228,
8,318.9655172413793,0.0001388722748595213,
9,327.58620689655174,0.0001455807813120952,
10,336.2068965517241,0.00015242789928947224,
11,344.82758620689657,0.0001594195839097369,
12,353.44827586206895,0.00016654320782396673,
13,362.0689655172414,0.00017390913601760913,
14,370.68965517241384,0.00018131195524457102,
15,379.3103448275862,0.0001888398367532134,
16,387.9310344827586,0.00019650179302443203,
17,396.55172413793105,0.00018848222808183314,
18,405.1724137931035,0.000195899294899903,
19,413.7931034482759,0.00020345121948571633,
20,422.41379310344826,0.0002111359019215727,
21,431.0344827586207,0.00021885478218572427,
22,439.65517241379314,0.00022680508448994348,
23,448.2758620689655,0.00023489200913488922,
24,456.89655172413796,0.00024311414791222888,
25,465.51724137931035,0.00025145682866132754,
26,474.1379310344828,0.0002599296418291757,
27,482.75862068965523,0.00026853458500248966,
28,491.3793103448276,0.00027726729496000975,
29,500.0,0.0002861418476195832,
