,T,D12,p
0,250.0,2.9995106635408962e-05,100000.0
1,258.62068965517244,3.1896357255898436e-05,
2,267.2413793103448,3.384407657329062e-05,
3,275.86206896551727,3.58673831304248e-05,
4,284.48275862068965,3.792939298092146e-05,
5,293.1034482758621,4.003682141376261e-05,
6,301.7241379310345,4.219278787006242e-05,
7,310.3448275862069,4.4401044177611965e-05,
8,318.9655172413793,4.666148544046512e-05,
9,327.58620689655174,4.896513314565018e-05,
10,336.2068965517241,5.131436924666981e-05,
11,344.82758620689657,5.371052870209432e-05,
12,353.44827586206895,5.615414769181391e-05,
13,362.0689655172414,5.864436773767251e-05,
14,370.68965517241384,6.11799767871366e-05,
15,379.3103448275862,6.376162485228976e-05,
16,387.9310344827586,6.639141104874828e-05,
17,396.55172413793105,6.906367862658212e-05,
18,405.1724137931035,7.177849650856934e-05,
19,413.7931034482759,7.453894768077105e-05,
20,422.41379310344826,,
21,431.0344827586207,8.019575548086564e-05,
22,439.65517241379314,8.308994443179749e-05,
23,448.2758620689655,8.602574864575268e-05,
24,456.89655172413796,8.900824029888565e-05,
25,465.51724137931035,9.20320515706623e-05,
26,474.1379310344828,9.509936774292267e-05,
27,482.75862068965523,9.821490351348685e-05,
28,491.3793103448276,0.00010136662820163274,
29,500.0,0.00010456069982467998,
