,T,D12,p
0,250.0,2.8435512621281017e-05,100000.0
1,258.62068965517244,3.049804216448132e-05,
2,267.2413793103448,3.219680427717784e-05,
3,275.86206896551727,3.4092891053875465e-05,
4,284.48275862068965,3.604684057124309e-05,
5,293.1034482758621,3.8045524714218614e-05,
6,301.7241379310345,4.0093048144659114e-05,
7,310.3448275862069,4.218697926120209e-05,
8,318.9655172413793,4.432801869385889e-05,
9,327.58620689655174,4.651429872996362e-05,
10,336.2068965517241,4.87481999073069e-05,
11,344.82758620689657,5.1023935321494594e-05,
12,353.44827586206895,5.3344204653720805e-05,
13,362.0689655172414,5.570887416450876e-05,
14,370.68965517241384,5.8117282780342544e-05,
15,379.3103448275862,6.056938619489796e-05,
16,387.9310344827586,6.306576710993224e-05,
17,396.55172413793105,6.560322683865446e-05,
18,405.1724137931035,6.818425703585177e-05,
19,413.7931034482759,7.080835952877542e-05,
20,422.41379310344826,7.347845778521835e-05,
21,431.0344827586207,7.61859540280078e-05,
22,439.65517241379314,7.893587115754769e-05,
23,448.2758620689655,8.173193867746042e-05,
24,456.89655172413796,8.456433381272276e-05,
25,465.51724137931035,8.743731313699349e-05,
26,474.1379310344828,9.035458456436922e-05,
27,482.75862068965523,9.331884806898559e-05,
28,491.3793103448276,9.631777299012862e-05,
29,500.0,9.936004615842478e-05,
