,T,D12,p
0,250.0,2.6188882453130524e-05,100000.0
1,258.62068965517244,2.7847504754146262e-05,
2,267.2413793103448,2.957645876941294e-05,
3,275.86206896551727,3.124143980796782e-05,
4,284.48275862068965,3.3009181946671185e-05,
5,293.1034482758621,3.4830594496700434e-05,
6,301.7241379310345,3.6681311514122674e-05,
7,310.3448275862069,3.8593359258956874e-05,
8,318.9655172413793,4.046968213012396e-05,
9,327.58620689655174,4.242533294107856e-05,
10,336.2068965517241,4.444271386353771e-05,
11,344.82758620689657,4.648106159259046e-05,
12,353.44827586206895,4.854913786957309e-05,
13,362.0689655172414,5.0647963876717514e-05,
14,370.68965517241384,5.2791819524000775e-05,
15,379.3103448275862,5.499429497285184e-05,
16,387.9310344827586,5.72294550494747e-05,
17,396.55172413793105,,
18,405.1724137931035,6.178948770688693e-05,
19,413.7931034482759,6.411613712354718e-05,
20,422.41379310344826,6.647862098045015e-05,
21,431.0344827586207,6.888176876930812e-05,
22,439.65517241379314,7.132921109393272e-05,
23,448.2758620689655,7.38078367187161e-05,
24,456.89655172413796,,
25,465.51724137931035,,
26,474.1379310344828,8.144175207845616e-05,
27,482.75862068965523,8.405196154008614e-05,
28,491.3793103448276,8.669357924565142e-05,
29,500.0,8.937303272166266e-05,
